source_file,kind,name,section,start_line,end_line,span,proof_start,proof_end,proof_span,proof_body_nonblank,terminal,internal_callees,internal_callers,qualified_external_use_count,qualified_external_locations,unique_unqualified_external_use_count,unique_unqualified_external_locations,reachable_from_external_entry,"responsibility","external_status","assessment","priority","rewrite_risk","recommendation"
"src/ISSBoolChecker.v","Lemma","check_all_expected_sign_listsb_sound","sign-list set utilities","350","368","19","356","368","13","11","Qed","check_all_expected_sign_listsb;sign_list_memb_sound","check_parent_sign_partitionb_sound","0","","0","","yes","sign-list set utilities","internal on a repository-consumed path","local list-as-set boolean utility with routine reflection proof","P1","low","optionally factor one generic membership/nodup/contains-all boolean layer after the witness equality spec is strengthened"
"src/ISSBoolChecker.v","Definition","check_parent_sign_partitionb","partition-shape checkers","370","378","9","","","0","0","definition","check_all_expected_sign_listsb;check_sign_list_nodupb","check_parent_sign_partition_rangeb;check_parent_sign_partitionb_sound","0","","0","","yes","partition-shape checkers","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Lemma","check_parent_sign_partitionb_sound","partition-shape checkers","380","398","19","384","398","15","13","Qed","check_all_expected_sign_listsb_sound;check_parent_sign_partitionb;check_sign_list_nodupb_sound","check_parent_sign_partition_rangeb_sound","0","","0","","yes","partition-shape checkers","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Fixpoint","check_parent_sign_partition_rangeb","partition-shape checkers","400","411","12","","","0","0","definition","check_parent_sign_partitionb","check_domain_partition_complete_cut_shapeb;check_parent_sign_partition_rangeb_sound","0","","0","","yes","partition-shape checkers","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Lemma","check_parent_sign_partition_rangeb_sound","partition-shape checkers","413","436","24","422","436","15","13","Qed","check_parent_sign_partition_rangeb;check_parent_sign_partitionb_sound","check_domain_partition_complete_cut_shapeb_sound","0","","0","","yes","partition-shape checkers","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Definition","check_domain_partition_shapeb","partition-shape checkers","438","447","10","","","0","0","definition","check_parent_witnesses_in_rangeb;check_stmt_parent_payload_relationb;ctxt_eqb;ctxt_ty_eqb","check_domain_partition_cut_shapeb;check_domain_partition_cut_shapeb_sound;check_domain_partition_shapeb_sound","1","./src/ISSValidator.v:12","0","","yes","partition-shape checkers","direct repository consumer","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Lemma","check_domain_partition_shapeb_sound","partition-shape checkers","449","474","26","453","474","22","20","Qed","check_domain_partition_shapeb;check_parent_witnesses_in_rangeb;check_parent_witnesses_in_rangeb_sound;check_stmt_parent_payload_relationb;check_stmt_parent_payload_relationb_sound;ctxt_eqb;ctxt_eqb_eq;ctxt_ty_eqb;ctxt_ty_eqb_eq","check_domain_partition_cut_shapeb_sound","1","./src/ISSValidator.v:42","0","","yes","partition-shape checkers","direct repository consumer","goal-shape repeat-match automation hides the four checker clauses","P0","low","destruct the boolean conjunction into named facts and apply the four soundness lemmas explicitly"
"src/ISSBoolChecker.v","Definition","check_domain_partition_cut_shapeb","partition-shape checkers","476","484","9","","","0","0","definition","check_domain_partition_shapeb;check_stmt_domain_cut_relationb;check_stmt_piece_signs_relationb","check_domain_partition_complete_cut_shapeb;check_domain_partition_cut_shapeb_sound","1","./src/ISSValidator.v:18","0","","yes","partition-shape checkers","direct repository consumer","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Lemma","check_domain_partition_cut_shapeb_sound","partition-shape checkers","486","524","39","490","524","35","33","Qed","check_domain_partition_cut_shapeb;check_domain_partition_shapeb;check_domain_partition_shapeb_sound;check_stmt_domain_cut_relationb_sound;check_stmt_piece_signs_relationb_sound","check_domain_partition_complete_cut_shapeb_sound","1","./src/ISSValidator.v:45","0","","yes","partition-shape checkers","direct repository consumer","35-line proof reconstructs a sub-check from anonymous H/H4/H3/H2 hypotheses created by broad simplification","P0","low","preserve the shape checker as a named conjunct, destruct the three outer checks explicitly, and apply their soundness lemmas directly"
"src/ISSBoolChecker.v","Definition","check_domain_partition_complete_cut_shapeb","partition-shape checkers","526","533","8","","","0","0","definition","check_domain_partition_cut_shapeb;check_parent_sign_partition_rangeb","check_domain_partition_complete_cut_shapeb_sound","1","./src/ISSValidator.v:24","0","","yes","partition-shape checkers","direct repository consumer","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSBoolChecker.v","Lemma","check_domain_partition_complete_cut_shapeb_sound","partition-shape checkers","535","560","26","539","560","22","20","Qed","check_domain_partition_complete_cut_shapeb;check_domain_partition_cut_shapeb_sound;check_parent_sign_partition_rangeb_sound","","2","./src/ISSValidatorCorrect.v:26;./src/ISSValidator.v:48","0","","yes","partition-shape checkers","direct repository consumer","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSValidator.v","Definition","check_domain_partition_shapeb","facade aliases","11","12","2","","","0","0","definition","","checked_iss_shape_validate","1","./src/Validator.v:45","0","","yes","pure facade/re-export","direct repository consumer","thin compatibility facade","keep","none","keep public aliases; document which names are boolean/property endpoints versus semantic correctness"
"src/ISSValidator.v","Definition","checked_iss_shape_validate","facade aliases","14","15","2","","","0","0","definition","check_domain_partition_shapeb","","1","./src/Validator.v:47","0","","yes","pure facade/re-export","direct repository consumer","thin compatibility facade","keep","none","keep public aliases; document which names are boolean/property endpoints versus semantic correctness"
"src/ISSValidator.v","Definition","check_domain_partition_cut_shapeb","facade aliases","17","18","2","","","0","0","definition","","checked_iss_cut_shape_validate","1","./src/Validator.v:49","0","","yes","pure facade/re-export","direct repository consumer","thin compatibility facade","keep","none","keep public aliases; document which names are boolean/property endpoints versus semantic correctness"
"src/ISSValidator.v","Definition","checked_iss_cut_shape_validate","facade aliases","20","21","2","","","0","0","definition","check_domain_partition_cut_shapeb","","1","./src/Validator.v:51","0","","yes","pure facade/re-export","direct repository consumer","thin compatibility facade","keep","none","keep public aliases; document which names are boolean/property endpoints versus semantic correctness"
"src/ISSValidator.v","Definition","check_domain_partition_complete_cut_shapeb","facade aliases","23","24","2","","","0","0","definition","","checked_iss_complete_cut_shape_validate","1","./src/Validator.v:53","0","","yes","pure facade/re-export","direct repository consumer","thin compatibility facade","keep","none","keep public aliases; document which names are boolean/property endpoints versus semantic correctness"
"src/ISSValidator.v","Definition","checked_iss_complete_cut_shape_validate","facade aliases","26","27","2","","","0","0","definition","check_domain_partition_complete_cut_shapeb","","2","./src/ISSValidatorCorrect.v:18;./src/Validator.v:55","0","","yes","pure facade/re-export","direct repository consumer","thin compatibility facade","keep","none","keep public aliases; document which names are boolean/property endpoints versus semantic correctness"
"src/ISSValidator.v","Definition","domain_partition_shape","facade aliases","29","30","2","","","0","0","definition","","","1","./src/Validator.v:57","0","","yes","pure facade/re-export","direct repository consumer","thin compatibility facade","keep","none","keep public aliases; document which names are boolean/property endpoints versus semantic correctness"
"src/ISSValidator.v","Definition","domain_partition_shape_with_witness","facade aliases","32","33","2","","","0","0","definition","","","1","./src/Validator.v:59","0","","yes","pure facade/re-export","direct repository consumer","thin compatibility facade","keep","none","keep public aliases; document which names are boolean/property endpoints versus semantic correctness"
"src/ISSValidator.v","Definition","domain_partition_cut_shape","facade aliases","35","36","2","","","0","0","definition","","","1","./src/Validator.v:61","0","","yes","pure facade/re-export","direct repository consumer","thin compatibility facade","keep","none","keep public aliases; document which names are boolean/property endpoints versus semantic correctness"
"src/ISSValidator.v","Definition","domain_partition_complete_cut_shape","facade aliases","38","39","2","","","0","0","definition","","","1","./src/Validator.v:63","0","","yes","pure facade/re-export","direct repository consumer","thin compatibility facade","keep","none","keep public aliases; document which names are boolean/property endpoints versus semantic correctness"
"src/ISSValidator.v","Definition","checked_iss_shape_validate_correct","facade aliases","41","42","2","","","0","0","definition","","","1","./src/Validator.v:65","0","","yes","pure facade/re-export","direct repository consumer","thin compatibility facade","keep","none","keep public aliases; document which names are boolean/property endpoints versus semantic correctness"
"src/ISSValidator.v","Definition","checked_iss_cut_shape_validate_correct","facade aliases","44","45","2","","","0","0","definition","","","1","./src/Validator.v:67","0","","yes","pure facade/re-export","direct repository consumer","thin compatibility facade","keep","none","keep public aliases; document which names are boolean/property endpoints versus semantic correctness"
"src/ISSValidator.v","Definition","checked_iss_complete_cut_shape_validate_correct","facade aliases","47","48","2","","","0","0","definition","","","1","./src/Validator.v:69","0","","yes","pure facade/re-export","direct repository consumer","thin compatibility facade","keep","none","keep public aliases; document which names are boolean/property endpoints versus semantic correctness"
"src/ISSValidatorCorrect.v","Lemma","checked_iss_complete_cut_shape_validate_semantics_correct","semantic endpoint","18","29","12","25","29","5","3","Qed","","","9","./driver/PolOptBandTiling.v:561;./driver/PolOptBandTiling.v:669;./driver/PolOptBandTiling.v:1079;./driver/ParallelPolOptCorrect.v:648;./driver/ParallelPolOptCorrect.v:838;./driver/ParallelPolOptCorrect.v:937;./driver/PolOptCorrect.v:77;./driver/PolOptIdentityGenericISS.v:55;./driver/PolOptIdentityGenericISS.v:68","0","","yes","checker-to-semantics composition endpoint","direct repository consumer","closed semantic endpoint bypasses the identically typed soundness alias exported by ISSValidator","P0","low","use ISSVal.checked_iss_complete_cut_shape_validate_correct and remove the direct ISSBoolChecker dependency from this composition file"
"src/ISSWitness.v","Inductive","iss_halfspace_sign","sign and cut equality","7","9","3","","","0","0","definition","","iss_halfspace_sign_eqb;iss_halfspace_sign_list_eqb;iss_stmt_witness","0","","13","./src/ISSRefinement.v:132;./src/ISSRefinement.v:141;./src/ISSRefinement.v:150;./src/ISSRefinement.v:377;./src/ISSRefinement.v:390;./src/ISSRefinement.v:422;./src/ISSRefinement.v:430;./src/ISSRefinement.v:936;./src/ISSRefinement.v:950;./src/ISSBoolChecker.v:261;./src/ISSBoolChecker.v:262;./src/ISSBoolChecker.v:315;./src/ISSBoolChecker.v:342","yes","sign and cut equality","direct repository consumer","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSWitness.v","Definition","iss_halfspace_sign_eqb","sign and cut equality","11","17","7","","","0","0","definition","iss_halfspace_sign","iss_halfspace_sign_eqb_eq;iss_halfspace_sign_list_eqb","0","","0","","yes","sign and cut equality","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSWitness.v","Lemma","iss_halfspace_sign_eqb_eq","sign and cut equality","19","26","8","23","26","4","2","Qed","iss_halfspace_sign_eqb","iss_halfspace_sign_list_eqb_eq","0","","0","","yes","sign and cut equality","internal on a repository-consumed path","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSWitness.v","Fixpoint","iss_halfspace_sign_list_eqb","sign and cut equality","28","36","9","","","0","0","definition","iss_halfspace_sign;iss_halfspace_sign_eqb","iss_halfspace_sign_list_eqb_eq;iss_stmt_witness_eqb","0","","2","./src/ISSBoolChecker.v:266;./src/ISSBoolChecker.v:289","yes","sign and cut equality","direct repository consumer","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSWitness.v","Lemma","iss_halfspace_sign_list_eqb_eq","sign and cut equality","38","51","14","42","51","10","8","Qed","iss_halfspace_sign_eqb_eq;iss_halfspace_sign_list_eqb","iss_stmt_witness_eqb_eq","0","","1","./src/ISSBoolChecker.v:281","yes","sign and cut equality","direct repository consumer","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSWitness.v","Definition","iss_cut","sign and cut equality","53","53","1","","","0","0","definition","","iss_cut_eqb;iss_cut_list_eqb;iss_witness","0","","16","./src/ISSRefinement.v:131;./src/ISSRefinement.v:140;./src/ISSRefinement.v:149;./src/ISSRefinement.v:313;./src/ISSRefinement.v:319;./src/ISSRefinement.v:328;./src/ISSRefinement.v:335;./src/ISSRefinement.v:395;./src/ISSRefinement.v:422;./src/ISSRefinement.v:430;./src/ISSBoolChecker.v:156;./src/ISSBoolChecker.v:173;./src/ISSBoolChecker.v:200;./src/ISSBoolChecker.v:232;./src/ISSBoolChecker.v:371;./src/ISSBoolChecker.v:401","yes","sign and cut equality","direct repository consumer","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSWitness.v","Definition","iss_cut_eqb","sign and cut equality","55","56","2","","","0","0","definition","iss_cut","iss_cut_eqb_eq;iss_cut_list_eqb","0","","0","","no","sign and cut equality","exported API; no repository consumer found","repeated structural/list equality boilerplate; currently repository-unconsumed","P1","low","retain every public name as a wrapper over a generic list equality and expose iff/refl facts once"
"src/ISSWitness.v","Lemma","iss_cut_eqb_eq","sign and cut equality","58","66","9","62","66","5","3","Qed","iss_cut_eqb","iss_cut_list_eqb_eq","0","","0","","no","sign and cut equality","exported API; no repository consumer found","repeated structural/list equality boilerplate; currently repository-unconsumed","P1","low","retain every public name as a wrapper over a generic list equality and expose iff/refl facts once"
"src/ISSWitness.v","Record","iss_stmt_witness","statement witness equality","68","71","4","","","0","0","definition","iss_halfspace_sign","iss_stmt_witness_eqb;iss_stmt_witness_list_eqb;iss_witness","0","","35","./src/ISSRefinement.v:103;./src/ISSRefinement.v:104;./src/ISSRefinement.v:110;./src/ISSRefinement.v:111;./src/ISSRefinement.v:120;./src/ISSRefinement.v:285;./src/ISSRefinement.v:291;./src/ISSRefinement.v:299;./src/ISSRefinement.v:304;./src/ISSRefinement.v:314;./src/ISSRefinement.v:321;./src/ISSRefinement.v:329;./src/ISSRefinement.v:336;./src/ISSRefinement.v:351;./src/ISSRefinement.v:389;./src/ISSRefinement.v:398;./src/ISSRefinement.v:441;./src/ISSRefinement.v:935;./src/ISSRefinement.v:949;./src/ISSBoolChecker.v:78;./src/ISSBoolChecker.v:105;./src/ISSBoolChecker.v:128;./src/ISSBoolChecker.v:157;./src/ISSBoolChecker.v:174;./src/ISSBoolChecker.v:202;./src/ISSBoolChecker.v:233;./src/ISSBoolChecker.v:374;./src/ISSBoolChecker.v:403;./src/ISSCutSemantics.v:852;./src/ISSSemantics.v:42;./src/ISSSemantics.v:50;./src/ISSSemantics.v:57;./src/ISSSemantics.v:65;./src/ISSSemantics.v:80;./src/ISSSemantics.v:93","yes","statement witness equality","direct repository consumer","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSWitness.v","Definition","iss_stmt_witness_eqb","statement witness equality","73","76","4","","","0","0","definition","iss_halfspace_sign_list_eqb;iss_stmt_witness","iss_stmt_witness_eqb_eq;iss_stmt_witness_list_eqb","0","","0","","no","statement witness equality","exported API; no repository consumer found","repeated structural/list equality boilerplate; currently repository-unconsumed","P1","low","retain every public name as a wrapper over a generic list equality and expose iff/refl facts once"
"src/ISSWitness.v","Lemma","iss_stmt_witness_eqb_eq","statement witness equality","78","91","14","82","91","10","8","Qed","iss_halfspace_sign_list_eqb_eq;iss_stmt_witness_eqb","iss_stmt_witness_list_eqb_eq","0","","0","","no","statement witness equality","exported API; no repository consumer found","repeated structural/list equality boilerplate; currently repository-unconsumed","P1","low","retain every public name as a wrapper over a generic list equality and expose iff/refl facts once"
"src/ISSWitness.v","Record","iss_witness","whole witness equality","93","96","4","","","0","0","definition","iss_cut;iss_stmt_witness","iss_witness_eqb","0","","14","./src/TPolIRs.v:32;./src/TilingValidator.v:69;./src/ISSRefinement.v:341;./src/ISSRefinement.v:366;./src/ISSRefinement.v:371;./src/ISSRefinement.v:406;./src/ISSRefinement.v:416;./src/ISSRefinement.v:453;./src/ISSBoolChecker.v:440;./src/ISSBoolChecker.v:478;./src/ISSBoolChecker.v:528;./src/CPolIRs.v:33;./polygen/PolIRs.v:67;./syntax/SPolIRs.v:32","yes","whole witness equality","direct repository consumer","cohesive and proportionate","keep","none","no structural change recommended"
"src/ISSWitness.v","Fixpoint","iss_cut_list_eqb","whole witness equality","98","106","9","","","0","0","definition","iss_cut;iss_cut_eqb","iss_cut_list_eqb_eq;iss_witness_eqb","0","","0","","no","whole witness equality","exported API; no repository consumer found","repeated structural/list equality boilerplate; currently repository-unconsumed","P1","low","retain every public name as a wrapper over a generic list equality and expose iff/refl facts once"
"src/ISSWitness.v","Lemma","iss_cut_list_eqb_eq","whole witness equality","108","121","14","112","121","10","8","Qed","iss_cut_eqb_eq;iss_cut_list_eqb","iss_witness_eqb_eq","0","","0","","no","whole witness equality","exported API; no repository consumer found","repeated structural/list equality boilerplate; currently repository-unconsumed","P1","low","retain every public name as a wrapper over a generic list equality and expose iff/refl facts once"
"src/ISSWitness.v","Fixpoint","iss_stmt_witness_list_eqb","whole witness equality","123","131","9","","","0","0","definition","iss_stmt_witness;iss_stmt_witness_eqb","iss_stmt_witness_list_eqb_eq;iss_witness_eqb","0","","0","","no","whole witness equality","exported API; no repository consumer found","repeated structural/list equality boilerplate; currently repository-unconsumed","P1","low","retain every public name as a wrapper over a generic list equality and expose iff/refl facts once"
"src/ISSWitness.v","Lemma","iss_stmt_witness_list_eqb_eq","whole witness equality","133","146","14","137","146","10","8","Qed","iss_stmt_witness_eqb_eq;iss_stmt_witness_list_eqb","iss_witness_eqb_eq","0","","0","","no","whole witness equality","exported API; no repository consumer found","repeated structural/list equality boilerplate; currently repository-unconsumed","P1","low","retain every public name as a wrapper over a generic list equality and expose iff/refl facts once"
"src/ISSWitness.v","Definition","iss_witness_eqb","whole witness equality","148","152","5","","","0","0","definition","iss_cut_list_eqb;iss_stmt_witness_list_eqb;iss_witness","iss_witness_eqb_eq","0","","0","","no","whole witness equality","exported API; no repository consumer found","repeated structural/list equality boilerplate; currently repository-unconsumed","P1","low","retain every public name as a wrapper over a generic list equality and expose iff/refl facts once"
"src/ISSWitness.v","Lemma","iss_witness_eqb_eq","whole witness equality","154","167","14","158","167","10","8","Qed","iss_cut_list_eqb_eq;iss_stmt_witness_list_eqb_eq;iss_witness_eqb","","0","","0","","no","whole witness equality","exported API; no repository consumer found","repeated structural/list equality boilerplate; currently repository-unconsumed","P1","low","retain every public name as a wrapper over a generic list equality and expose iff/refl facts once"
